review_id,categories01,categories02,categories03,city,Value
VaReqPk5l3qHaY3a-U7G9w,juicebars,sandwiches,,Los Angeles,Service
7UKqugHY8Oo-wlkYddeV7A,cuban,sandwiches,,Los Angeles,Service
96uibgr3Qf_fXxjuXmlXrg,cuban,sandwiches,,Los Angeles,Service
NUw8xA4IHyKdyijUIgnBzA,cuban,sandwiches,,Los Angeles,Food
KKLz14Ea50KGViUFqhUWeg,cuban,sandwiches,fooddeliveryservices,Los Angeles,Service
DLVE_7IZReJjFdFaIO-x-w,cuban,sandwiches,fooddeliveryservices,Los Angeles,Waiting time
4pbbw0dU684VzA6mpmTJcQ,cuban,sandwiches,fooddeliveryservices,Los Angeles,Service
O_kdqPb_CpZZfnfMWRA_kA,italian,salad,sandwiches,Beverly Hills,Food
vojcdCK_eJ7djy51tA4eeg,italian,salad,sandwiches,Beverly Hills,Service
hHiZyuUqBtp60ugj-99-SQ,italian,salad,sandwiches,Beverly Hills,Service
TC8NzYX5eiN58dobMky4_Q,italian,pizza,venues,Los Angeles,Environment
V2bhVITWBIxDSwoOPsJnGQ,italian,pizza,venues,Los Angeles,Experience
EdNiYtfp3r4WYCqRT5L_Og,italian,pizza,venues,Los Angeles,Service
Dy0hMHdsrJMpFAtEDhFecw,pizza,hookah_bars,burgers,Los Angeles,Food
slyj_VoC-fz-h4rPiYCTOA,pizza,hookah_bars,burgers,Los Angeles,Environment
hI-wSHwrfgsMlez7S6LNHQ,pizza,hookah_bars,burgers,Los Angeles,Environment
smLhRA5tfO5ulL1EP4d3pw,delis,salad,soup,Los Angeles,Food
H1tA5XzV-2tKRn_4rDlxmQ,delis,salad,soup,Los Angeles,Service
zqtfXBlTEcQT5r096pcHbw,delis,salad,soup,Los Angeles,Service
0-gdULkfjay0F16leLGqBA,mexican,cocktailbars,salad,Los Angeles,Service
5pgw0NWOklrUambJBkv1dw,mexican,cocktailbars,salad,Los Angeles,Service
jiIRM96FtC5dtaW6i2HS_Q,mexican,cocktailbars,salad,Los Angeles,Food
lslxvVINUtn9B3aUKsqx1g,pizza,,,West Hollywood,Service
59tISqtmvcPbXhmH6ce0cg,pizza,,,West Hollywood,Environment
hPfzuq9YN6giANhEspZ-2g,pizza,,,West Hollywood,Environment
aefvaS3F8QkteuvxQFzXgA,sandwiches,salad,,Los Angeles,Environment
CBooxZNU8SnHAGDzS_yIbA,sandwiches,salad,,Los Angeles,Waiting time
fPC1RE6uB62ul87Q-oAgqg,sandwiches,salad,,Los Angeles,Service
j6hxEpi-e_K-YYWOGJ1mbQ,burgers,newamerican,hotdogs,Beverly Hills,Service
CJ-_FcGwp8Hg3GMI8_wUCg,burgers,newamerican,hotdogs,Beverly Hills,Others
7FGobSCxLnonke8gIdTe6Q,burgers,newamerican,hotdogs,Beverly Hills,Service
RtB5-uI9zMnB3om012VSTQ,breakfast_brunch,creperies,sandwiches,Los Angeles,Service
QyfHhVcuoZV2vMBy6L4AQw,breakfast_brunch,creperies,sandwiches,Los Angeles,Service
sdb4YsGIcQHyAkFpiqwvkg,pizza,italian,,Los Angeles,Service
gdiuwexwApZ3xRTAzdm_Sg,pizza,italian,,Los Angeles,Service
7tuxKdpGCYBMNtI6m681sA,pizza,italian,,Los Angeles,Others
hYdhNnc3THZKotNNoKOp-w,pizza,,,Los Angeles,Others
x4Qk9DyaXaSj6OuyYF8nfA,pizza,,,Los Angeles,Environment
xp-MAOIVGzLK3YVUN_AwZw,pizza,,,Los Angeles,Service
elLLXkM_4oQw3qz-Ju3Jig,burgers,hotdogs,tradamerican,Los Angeles,Service
I0az02yzZ79eoB-oH6vphw,burgers,hotdogs,tradamerican,Los Angeles,Experience
fI0i79Crw5Gg-AwUagt6Jw,burgers,hotdogs,tradamerican,Los Angeles,Others
887k34r3q9wUZRWdW4zLpw,salad,vegetarian,,Los Angeles,Service
BFXZ48E1M85Z1Pv9qWyjcg,salad,vegetarian,,Los Angeles,Service
VKpjbST4UAN0MOeYrB0wAQ,salad,vegetarian,,Los Angeles,Experience
D81T7yyRBDUrbV965Z6qDQ,cafes,breakfast_brunch,burgers,Beverly Hills,Service
R_EA9nGis5JM5L2xoAXSWQ,cafes,breakfast_brunch,burgers,Beverly Hills,Service
EC9atGoXmTIEyrSwFsXB4w,cafes,breakfast_brunch,burgers,Beverly Hills,Service
YbTJIem27iGI8UuhWffHpQ,cafes,italian,salad,Los Angeles,Environment
_CBCl97TAdmfyROCsGJaDA,cafes,italian,salad,Los Angeles,Service
s3HJUFGDZt8-bIKkoXGKlg,cafes,italian,salad,Los Angeles,Food
TWW_dBbiKm0DD_eIPtDcEA,italian,pizza,,Los Angeles,Others
X0vwBsgliv1USh0MT9Er1g,italian,pizza,,Los Angeles,Environment
eZvshg2-QczdtaHSUNV7dQ,italian,pizza,,Los Angeles,Others
eBvgLAeJ1Rf5BNNnIDVmgQ,pizza,,,West Hollywood,Service
Jy-qdChpJ_xDAWiRjMhgzw,pizza,,,West Hollywood,Service
x-FZTPDUFmM8uXT4fIMz1Q,pizza,,,West Hollywood,Experience
PL6u9zndXgjp9xtR2D8LWA,breakfast_brunch,sandwiches,,Los Angeles,Service
5Newvlitr9OLwjWoVZ6gkw,breakfast_brunch,sandwiches,,Los Angeles,Others
_LiWSu-hmifJFYu0QObDRw,breakfast_brunch,sandwiches,,Los Angeles,Service
CGqsRdxIj1KyU2fb735BDQ,sandwiches,salad,breakfast_brunch,Los Angeles,Service
6bJmzcIsFE78fLm6rHIupQ,sandwiches,salad,breakfast_brunch,Los Angeles,Service
0si4OK_oCfVjkNX7c6lbXA,sandwiches,salad,breakfast_brunch,Los Angeles,Food
GAdu6umL7OUZFZZB1dcXcw,burgers,,,West Hollywood,Service
rnTTfVFI9lLfCSEbV1TynQ,burgers,,,West Hollywood,Service
ZF6ailoLRfr0uy3G8WnBHQ,burgers,,,West Hollywood,Service
D-u3Zvf9jCU6caxRD2fELg,delis,sandwiches,salad,Los Angeles,Environment
ANxTT_845uEZEeZ4Vxcj8w,delis,sandwiches,salad,Los Angeles,Service
5zEhwQGrGx2SLpC6amLxYg,delis,sandwiches,salad,Los Angeles,Service
UH4-RbchORfefdPKs-2Kng,newamerican,burgers,healthmarkets,Los Angeles,Environment
OL92EBjXyf-u0f4hn4ebBA,newamerican,burgers,healthmarkets,Los Angeles,Others
fFc9ozeBaDyBJ0QviKct7A,newamerican,burgers,healthmarkets,Los Angeles,Environment
HZ3hGll8P33tYY5vAPICGA,gluten_free,cafes,sandwiches,Los Angeles,Environment
ZVuEeVe9GkX2vBXLA-zUvw,gluten_free,cafes,sandwiches,Los Angeles,Service
6ZGc0hP8Y7L5Ixt1gkVemg,gluten_free,cafes,sandwiches,Los Angeles,Others
788xJYfIPjJivQbXv7hTKA,burgers,sportsbars,beer_and_wine,Los Angeles,Service
uPzRUMCj5I3jGTrJtJBLMw,burgers,sportsbars,beer_and_wine,Los Angeles,Service
DGpNswnL8JuXFflT9fE6WQ,burgers,sportsbars,beer_and_wine,Los Angeles,Service
mclqzU6oCtufkvkJWwNxwA,burgers,sandwiches,diners,Los Angeles,Environment
9IpLpMpA0UjpgpQvcfxZEA,burgers,sandwiches,diners,Los Angeles,Service
HZEDV8ToZUMZ5NTcu2qqKw,burgers,sandwiches,diners,Los Angeles,Waiting time
ts4QCTNEXm25op4lo2tD5Q,chickenshop,sandwiches,salad,Los Angeles,Others
Tt6QFJQg0xPosDSS9ELkmA,chickenshop,sandwiches,salad,Los Angeles,Food
_kI5y3QirfOX_aCMV8cBuA,chickenshop,sandwiches,salad,Los Angeles,Environment
qbnzAdOvoE7ocN2pIPVhYQ,sandwiches,,,Los Angeles,Service
9D0J1QfpWS8C24X-SOVWtA,sandwiches,,,Los Angeles,Service
3jsH3Dsbz3tx6l1bpVaG3Q,sandwiches,,,Los Angeles,Environment
cMJi-oKQVTL8d2anSd9sbQ,italian,pizza,sandwiches,Los Angeles,Service
47Imbp6YcFY1Cbfuy9dBxQ,italian,pizza,sandwiches,Los Angeles,Service
1fOmBs2emwHRsNco1FTheg,italian,pizza,sandwiches,Los Angeles,Service
Z4YKp6cuuFoNV2V6vgFM6A,beer_and_wine,mexican,sandwiches,Beverly Hills,Service
M7LgjPJh9HuIbuL9X0z61Q,beer_and_wine,mexican,sandwiches,Beverly Hills,Service
Pp5yougHOK3u76TgYdAgnA,beer_and_wine,mexican,sandwiches,Beverly Hills,Service
SgWDSOgTKHq731Rft1ahqw,breakfast_brunch,bakeries,sandwiches,Los Angeles,Food
LpxTI3tLeGaEQu7MYSVyvg,breakfast_brunch,bakeries,sandwiches,Los Angeles,Service
_9jil-ezwOwtWIwbpSXJ6g,breakfast_brunch,bakeries,sandwiches,Los Angeles,Service
fcBCIPHuam7lbrYw1wKjqg,newamerican,burgers,,Los Angeles,Service
HsDnRTiSiwKILhAa9MhtMQ,newamerican,burgers,,Los Angeles,Service
04Vu58RrrQAztr-eXeNu0Q,newamerican,burgers,,Los Angeles,Service
LG1Mj8o7p6Phdal86TZ32g,pizza,sandwiches,pastashops,Beverly Hills,Others
8L80ivodbz-HGJOXYGgj2A,pizza,sandwiches,pastashops,Beverly Hills,Others
aFrPhjaoz_FhV_GP_QMTgQ,pizza,sandwiches,pastashops,Beverly Hills,Food
1vgsJ-1ar4Kypxac1OAW-w,sandwiches,,,Los Angeles,Service
UsTV8SFO8e6GCDqPf8Sg8Q,sandwiches,,,Los Angeles,Environment
-0QRFEdV3bQ5KxCy9TGJNw,sandwiches,,,Los Angeles,Others
vl5a-0PoKg5AYCJ7Nrtp4A,pizza,vegan,salad,West Hollywood,Service
7qw5ItCFiXJ7pFfZ5E9guA,pizza,vegan,salad,West Hollywood,Environment
t3rK1DlVK_-JytwXSc-MXQ,pizza,vegan,salad,West Hollywood,Food
k7XM1J1ZPXdrg48mTAQ_Eg,pizza,italian,,Los Angeles,Service
1bD2pMU_DNJ2SR6scHLwpw,pizza,italian,,Los Angeles,Food
3n_wfXb8JnKuYTz6KZNnIA,pizza,italian,,Los Angeles,Service
48zUQbdEkKYhpLfHPR816w,pizza,,,West Hollywood,Service
rfz6JWoP7sbq3G_vjbknzA,pizza,,,West Hollywood,Food
ANvBDnP3x5gfjsxu5NRiaQ,pizza,,,West Hollywood,Service
JFBevGDJOy_iR5QwntGFHg,mexican,tex-mex,hotdogs,Los Angeles,Service
uNCPOkpDKMkjmNU5XiNMHw,mexican,tex-mex,hotdogs,Los Angeles,Food
QfiaXYPwtRgOx3uSKhQa6g,mexican,tex-mex,hotdogs,Los Angeles,Environment
dktySwg1_RxNGcGLX3cvsA,newamerican,mediterranean,burgers,Beverly Hills,Food
bZIr8jd9x537_11Mzfd_pA,newamerican,mediterranean,burgers,Beverly Hills,Service
BMz13KSk48RA6O7O5MPXxg,newamerican,mediterranean,burgers,Beverly Hills,Service
mU4TJDzOeOFjsY_UYCYvXg,juicebars,sandwiches,breakfast_brunch,Los Angeles,Service
XqYLS4IR8emdZEnxSKvVsw,juicebars,sandwiches,breakfast_brunch,Los Angeles,Service
3cF1_sG00HzOE4MyU_dPRw,juicebars,sandwiches,breakfast_brunch,Los Angeles,Service
ajTo8Q-VZzX9X2MKsJ85aw,sandwiches,,,Los Angeles,Service
-m1W-k6FwE5G2hdvRnPbTA,sandwiches,,,Los Angeles,Environment
0Yl5IwV0PP2-4vHWRhZj7g,sandwiches,,,Los Angeles,Others
Gwgq5pNV3xIAGxb9Tev9Ng,newamerican,salad,grocery,West Hollywood,Service
yTb0df-itSC1fUzeyZmrGw,newamerican,salad,grocery,West Hollywood,Experience
qnnd88KQbATHrB-P90_csA,newamerican,salad,grocery,West Hollywood,Service
oTP4HUx0Z7a_GVqh2qIjdw,pizza,italian,salad,Beverly Hills,Environment
BQVNgeY6pgFsTIpprzVkQQ,pizza,italian,salad,Beverly Hills,Service
9A0BtjqGnc22R4uN4cTMJw,pizza,italian,salad,Beverly Hills,Environment
4FJ2wxl_gngMmdMYY_AvHg,newamerican,breakfast_brunch,sandwiches,Beverly Hills,Environment
Dw7byC4-DgP0iLNBJzC23Q,newamerican,breakfast_brunch,sandwiches,Beverly Hills,Food
qSuEdrOZYcifNHfXAModHw,newamerican,breakfast_brunch,sandwiches,Beverly Hills,Service
CY5oOlZDh31Uc1Z2YOKt9g,hotdogs,mexican,,Los Angeles,Service
86WSac0Jo-sviUDDgzAIZQ,hotdogs,mexican,,Los Angeles,Service
DrrrqrnNNcFYwIhED4wV0g,hotdogs,mexican,,Los Angeles,Service
jkxEueYYn9f8k4NnZPk83Q,burgers,,,West Hollywood,Service
8cHiYSOfgGMANCtjxPNflA,burgers,,,West Hollywood,Service
2s_WO8f75dp7XZ212h_vqA,burgers,,,West Hollywood,Service
M-dVv5nuOuuF9Q0maa7DBA,pizza,,,West Hollywood,Others
XIh2fg9N5mQ8no7PQsBy5Q,pizza,,,West Hollywood,Environment
rEFbcOT_3qSaBwsQ_CG-Dg,pizza,,,West Hollywood,Others
Io8-jBO0vhqJDjEAwpT26Q,hotdogs,mexican,,Los Angeles,Food
45DvsyANiy_uKe5s7sdgag,hotdogs,mexican,,Los Angeles,Food
F22H6UAZDNYB6bGe37FLzg,hotdogs,mexican,,Los Angeles,Service
pQuqK_fRakRTwk0Ah1NTwA,sandwiches,breakfast_brunch,juicebars,Los Angeles,Food
moI2ToPR-9LbHWItStFerg,sandwiches,breakfast_brunch,juicebars,Los Angeles,Others
qSSnjgYyjzfTXCMXJwPpzg,sandwiches,breakfast_brunch,juicebars,Los Angeles,Others
iBekI3ek7XbHe2KqT9CF-Q,pizza,,,Los Angeles,Environment
NXAl5XsXn_Pxo0CaRThY1A,pizza,,,Los Angeles,Others
TkqNk3W90MLHT8oz6hs-2w,pizza,,,Los Angeles,Service
SSry7BYWmue_eZPx9bNEuA,tacos,,,Los Angeles,Service
Bz9YK1yy0IdtLt9ETr17HQ,tacos,,,Los Angeles,Environment
52d7A5w_LumJsxj6FYD2tg,sandwiches,burgers,,Beverly Hills,Food
y9YQ6hEVKLoCNWSJwi3Gjg,sandwiches,burgers,,Beverly Hills,Service
33hufymzHb7QPYHbyyYlsg,sandwiches,burgers,,Beverly Hills,Service
DV0dATfRrjguwsL13L0jTA,donuts,gluten_free,vegan,Los Angeles,Service
bJtyEdVwKeN4LBwQMh1omw,donuts,gluten_free,vegan,Los Angeles,Service
xN73YiWSJOeoqnV6BnASgg,donuts,gluten_free,vegan,Los Angeles,Service
AhPFAxzKAwIgYvB8geY4VQ,salad,pizza,chicken_wings,West Hollywood,Environment
3QwVZzaZ3Y020SQwIYRA0g,salad,pizza,chicken_wings,West Hollywood,Food
ltM_Jh2WWh0BIEANp-9KXA,salad,pizza,chicken_wings,West Hollywood,Service
htPcPdsR8TuXKiA7iaszpw,burgers,mexican,,West Hollywood,Service
hzsF6yHTPZG6dVkclj5_Rw,burgers,mexican,,West Hollywood,Service
0oCmfDmK0EyGYALFfvB2Nw,burgers,mexican,,West Hollywood,Service
W0oIpsPcxcPKaHliguyuRQ,thai,salad,tapasmallplates,Los Angeles,Service
CsatDcuO7jhYczWsRNmutQ,thai,salad,tapasmallplates,Los Angeles,Service
3qt3azFHP606cVUXipuGUw,thai,salad,tapasmallplates,Los Angeles,Environment
FoZjs43EEvRpAzqs18tR-A,mediterranean,salad,sandwiches,Los Angeles,Service
P95u8C267SLhcN_AZ1sZew,mediterranean,salad,sandwiches,Los Angeles,Service
nTHWfrZKJGSfx7zFViQzLA,mediterranean,salad,sandwiches,Los Angeles,Service
tdhqXmzJT0hoOECW02ZpWQ,pizza,italian,sandwiches,West Hollywood,Service
jrlIW6XhGlsnIJXu66IKnw,pizza,italian,sandwiches,West Hollywood,Service
u9yk0DkfWrr4zJe2BLxYmQ,pizza,italian,sandwiches,West Hollywood,Service
l3igQ66lU0R8nGPG6E5zNQ,pizza,,,West Hollywood,Service
HVYSQQCStlxDPgpSogsO7A,pizza,,,West Hollywood,Service
bCsfIVT6mikJHK-DkoO6zw,pizza,,,West Hollywood,Service
N7mGtg2BzYFPxsWGu6WYAw,gourmet,salad,thai,Los Angeles,Food
IhwYEDnYckEjcIs-46XjtA,gourmet,salad,thai,Los Angeles,Food
Yws30r_kgazAPJmo6-Ymbg,gourmet,salad,thai,Los Angeles,Service
r-CCVP0XW420t5gycqg9QA,sandwiches,hotdogs,delis,Los Angeles,Environment
1WGb8otmxndH9wtQcCL3ig,sandwiches,hotdogs,delis,Los Angeles,Service
8-rbuacXew5GMRp67O64tQ,sandwiches,hotdogs,delis,Los Angeles,Food
EPsj7UlOpaDYoLPUzLmnGQ,sushi,salad,japanese,Beverly Hills,Service
-JK4b-FKqjnfIslZv2ZZog,sushi,salad,japanese,Beverly Hills,Waiting time
jgdCdzxAG4KaPaxxoJ_TGw,sushi,salad,japanese,Beverly Hills,Service
XVsAg0i7Ug503QH3sy9ikQ,salad,healthmarkets,,West Hollywood,Service
MiXHo2cqjlaNLyXVc5zJnA,salad,healthmarkets,,West Hollywood,Service
A18H8GZ3d7hytYaCG-jc-w,salad,healthmarkets,,West Hollywood,Service
Wd25wgFfZuL7Kfymyrx7ug,fooddeliveryservices,breakfast_brunch,sandwiches,Beverly Hills,Service
ygihUOLPngVDo-s8KvxdBA,sandwiches,breakfast_brunch,coffee,Beverly Hills,Others
2TdTlM_U1REguEtOOUVW3A,sandwiches,breakfast_brunch,coffee,Beverly Hills,Service
zsdDgVGeUQbVUUqlDSK3Yg,sandwiches,breakfast_brunch,coffee,Beverly Hills,Service
zQg6ZKf_p6Toi65-7mDuxg,burgers,hotdogs,,West Hollywood,Service
KBspJ5knAVI6rzB6a9TrRg,burgers,hotdogs,,West Hollywood,Food
h8kHlEOSTNSR9umc-8lhEw,burgers,hotdogs,,West Hollywood,Service
oZl0K3yADjLGWAzAwU2ECg,chicken_wings,fooddeliveryservices,,Los Angeles,Environment
QS7wh_8CBrulYGtB7QXRBg,chicken_wings,fooddeliveryservices,,Los Angeles,Service
AK9C7n5P8dDCMyyM2zzN7A,chicken_wings,fooddeliveryservices,,Los Angeles,Service
-7vf8hGAYIWzLSjNm78qBA,pizza,vegetarian,kosher,Los Angeles,Service
NCtcblhjUKA9IvphwK6RFQ,pizza,vegetarian,kosher,Los Angeles,Environment
_jEVdh2HJ8Sux6SdCFyJ9w,pizza,vegetarian,kosher,Los Angeles,Service
zhyt3RNrryHMR4g2AIDe9w,italian,breakfast_brunch,pizza,Los Angeles,Service
pwreKv3qBi1rTn8G2syvfQ,italian,breakfast_brunch,pizza,Los Angeles,Service
SK0-jo8HLwOsGVeTytqa3A,italian,breakfast_brunch,pizza,Los Angeles,Service
hi6fOGPA4MpBQ8i-CfPzCg,french,breakfast_brunch,sandwiches,Los Angeles,Service
UIj1xcsLAu6FP1CIPWxvnw,french,breakfast_brunch,sandwiches,Los Angeles,Others
_8talpNnkgtPWi57zruDzw,french,breakfast_brunch,sandwiches,Los Angeles,Service
xVpfj3ljGjYE0QoT0po-4Q,italian,pizza,pastashops,Los Angeles,Service
5KNBTFiU3hGns79U5ysqtg,italian,pizza,pastashops,Los Angeles,Service
-APhL6dm9pEzyHjLoOktkQ,italian,pizza,pastashops,Los Angeles,Food
T58f-MnsJ0TnJAFKmVnfAw,burgers,tradamerican,beerbar,Los Angeles,Service
HJ76tYF1k01wv1JLznHZ-Q,burgers,tradamerican,beerbar,Los Angeles,Service
luwUrKF4hl1aTQBTLbHL7A,burgers,tradamerican,beerbar,Los Angeles,Environment
eRWBSVYZced8dx-LliePvw,bbq,burgers,tradamerican,Los Angeles,Service
o3qRzle7VRjfIWHNQzW7og,bbq,burgers,tradamerican,Los Angeles,Service
0lvdGE4KnZU-6IC7zMdxuA,bbq,burgers,tradamerican,Los Angeles,Environment
G7d716Z6X1koXStwQ2xvBQ,coffee,cheese,sandwiches,Los Angeles,Environment
RfTyJCbgX3lVXVGI_XfmxQ,coffee,cheese,sandwiches,Los Angeles,Service
PCNwsK1Vqyfib8QYwOoQPg,coffee,cheese,sandwiches,Los Angeles,Food
z8Xi8WoWDL6y2Ffn9R94pQ,italian,wine_bars,pizza,Los Angeles,Food
Aiera7Vv5Ivc9ts3CG3vQw,italian,wine_bars,pizza,Los Angeles,Service
3tk4SDCjDCNplxa0NS_Zhw,italian,wine_bars,pizza,Los Angeles,Service
cwlPaDjM-8AkUhJiXBZeyA,burgers,newamerican,gastropubs,Los Angeles,Food
paqjCX6CvMq1m3uLVQfS6g,burgers,newamerican,gastropubs,Los Angeles,Service
gzO0vk7dF9COK3-xCKdTJA,burgers,newamerican,gastropubs,Los Angeles,Service
BLlgUbJtNVmFIuXAzEDCLg,italian,pizza,,Los Angeles,Service
BWBHML4plHOavHoE0iusHQ,italian,pizza,,Los Angeles,Service
tGMiFnMGjdk-wqgLg3RsMA,italian,pizza,,Los Angeles,Food
vNRaK2Wn9zFyuJI4tg8_Xg,delis,sandwiches,italian,Los Angeles,Service
b3BN5Ohg1i40o8mYiCG32Q,delis,sandwiches,italian,Los Angeles,Others
NbD0fKi579bdURzaHZdsjw,delis,sandwiches,italian,Los Angeles,Food
32uKhn_nTGAOrc_6MeCoyw,coffee,breakfast_brunch,sandwiches,Los Angeles,Service
yMAFlsCixU7T2OaTcLazJw,coffee,breakfast_brunch,sandwiches,Los Angeles,Service
QeVWJVoumEOk110_5_KkOA,coffee,breakfast_brunch,sandwiches,Los Angeles,Environment
u7HTrD0a9q6wpirlTrFRrg,kosher,mediterranean,sandwiches,Los Angeles,Service
0FxoAQys1m2cKDsjCKUSrg,kosher,mediterranean,sandwiches,Los Angeles,Service
FHqlsCbBgwKM5TjNIRAMNQ,kosher,mediterranean,sandwiches,Los Angeles,Others
ckARQJREpxpuIJh8F0C4mQ,pizza,,,Los Angeles,Food
5SLEYLwV9nHpSuvEiJI9Bg,pizza,,,Los Angeles,Service
EfYGJ0_tZ1phJhI1uITkpA,pizza,,,Los Angeles,Service
mHymdMZhKjKphHX0TCYTSA,chicken_wings,tradamerican,,Los Angeles,Waiting time
KasBEPAB3TR6pnDudr05mQ,chicken_wings,tradamerican,,Los Angeles,Others
SqIGX6VgZXZNhfeZbA6j_g,chicken_wings,tradamerican,,Los Angeles,Service
or2l7lAArJ2M-nyknF_SHw,burgers,vegan,breakfast_brunch,Los Angeles,Food
g889UJnZ_rXLSOipQ3oa_w,burgers,vegan,breakfast_brunch,Los Angeles,Service
ZOt5ukpLwy-8XZjKO-x6zA,burgers,vegan,breakfast_brunch,Los Angeles,Service
we0ZQ_HpGhA2pzEyHMFrlQ,tacos,,,Los Angeles,Service
lNaOIaWlKne3ChGlHCQBew,tacos,,,Los Angeles,Others
uSKF7vyeCSCaJ58fQ-FEWA,tacos,,,Los Angeles,Service
HHjXb0ilE2ougfX7Dw2Ujw,burgers,chicken_wings,sandwiches,Los Angeles,Environment
DJCQmZ4sovXl7jm0Cgg_Qg,burgers,chicken_wings,sandwiches,Los Angeles,Service
HE3D2o3DIjRXGvSLAHVZaQ,burgers,chicken_wings,sandwiches,Los Angeles,Service
qCqfG5V6wzmC4AcUpREd3A,pizza,,,Los Angeles,Service
3aAKSm_ZOMF2w_q7-sXt3w,pizza,,,Los Angeles,Service
N5yPuMhesbpO1jlP_sUC_A,pizza,,,Los Angeles,Service
xRNwK-b7vo-O8hqrzlPrQw,pizza,vegetarian,,Los Angeles,Experience
nFZILnAygc5Wt6Wwit5DAQ,pizza,vegetarian,,Los Angeles,Service
